"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype"
0.158565470963973,-0.515682010088273,0.376,0.515,1,"FHIT","Platelets"
0.160388348097986,-0.684261841231835,0.275,0.394,1,"USP47","Platelets"
0.160478604486524,-1.09575898280543,0.119,0.212,1,"RPS9","Platelets"
0.161403773683892,0.568991543809373,0.321,0.182,1,"ANKRD28","Platelets"
0.162012239443974,0.645443604247246,0.239,0.121,1,"WDFY3","Platelets"
0.168788776822897,-0.274179557592203,0.679,0.788,1,"NLGN1","Platelets"
0.171507184638221,0.861172295302683,0.294,0.182,1,"TECPR2","Platelets"
0.173381040311878,0.638779873966235,0.239,0.121,1,"MOB3B","Platelets"
0.174668536079834,-0.986824611252267,0.119,0.212,1,"PBRM1","Platelets"
0.174668536079834,-0.986824611252267,0.119,0.212,1,"CTD-2049O4.1","Platelets"
0.174875067855338,-0.608312987998537,0.183,0.303,1,"LRBA","Platelets"
0.176896101242578,-0.700706592305432,0.413,0.485,1,"FTL","Platelets"
0.178411382811831,-0.460755799584679,0.257,0.394,1,"CHD9","Platelets"
0.180904430442075,0.723668771552749,0.376,0.273,1,"GSN","Platelets"
0.181688985609017,-0.916435283360869,0.174,0.273,1,"MARK3","Platelets"
0.18196952506134,-0.916435283360869,0.119,0.212,1,"CGGBP1","Platelets"
0.18196952506134,-0.916435283360869,0.119,0.212,1,"AFF4","Platelets"
0.18196952506134,-0.916435283360869,0.119,0.212,1,"PPFIBP1","Platelets"
0.182428246450983,-0.806252365610446,0.239,0.333,1,"PPP6R3","Platelets"
0.184208532386564,0.276209794581527,0.202,0.091,1,"CBR1","Platelets"
0.184410881880829,-0.964798304922268,0.128,0.212,1,"MACROD2","Platelets"
0.185379063382155,0.820530310805337,0.257,0.152,1,"RPS6KA5","Platelets"
0.185980530975181,0.598137889468889,0.266,0.152,1,"SUPT3H","Platelets"
0.18664163238858,-0.702728589890643,0.404,0.515,1,"DOCK4","Platelets"
0.187178342786772,0.629846749196228,0.33,0.212,1,"DAAM2","Platelets"
0.187812580886709,-1.30875270613963,0.128,0.212,1,"SRGAP2","Platelets"
0.188529550495137,0.638779873966235,0.294,0.182,1,"ZNF704","Platelets"
0.18960689139256,0.477843655751178,0.33,0.212,1,"TNKS","Platelets"
0.190378326489126,0.90847801008104,0.22,0.121,1,"PHF21A","Platelets"
0.192124965097688,0.276209794581527,0.202,0.091,1,"TRIM44","Platelets"
0.194880027122313,0.812262694821737,0.22,0.121,1,"PDXDC1","Platelets"
0.195213422258533,0.556317713774262,0.266,0.152,1,"SENP6","Platelets"
0.195852085680581,0.654721417835257,0.33,0.212,1,"C1QTNF3-AMACR","Platelets"
0.197123111087956,-0.438387986556225,0.284,0.424,1,"RDX","Platelets"
0.199449943029969,0.861172295302683,0.22,0.121,1,"SETD5","Platelets"
0.2007003372893,0.294588323896382,0.688,0.576,1,"DST","Platelets"
0.201048714431775,0.678308238152873,0.257,0.152,1,"LINC00320","Platelets"
0.201143699893801,0.645443604247246,0.257,0.152,1,"BBS2","Platelets"
0.201239979655904,-1.0319125007808,0.156,0.242,1,"SERINC5","Platelets"
0.203102018377457,-0.586286681668538,0.165,0.273,1,"TTC28","Platelets"
0.204069645546532,-0.79090440127701,0.174,0.273,1,"PAN3","Platelets"
0.204069645546532,0.709169201857633,0.22,0.121,1,"TAF1D","Platelets"
0.204968483374445,0.385331516961639,0.688,0.576,1,"PTPRK","Platelets"
0.208098477793294,-1.04571830030584,0.128,0.212,1,"GSK3B","Platelets"
0.208573072561877,-1.01329682261346,0.128,0.212,1,"MT-CO1","Platelets"
0.208748197903756,0.654721417835257,0.22,0.121,1,"OSBP2","Platelets"
0.209395426764779,0.276209794581527,0.596,0.424,1,"KIRREL3","Platelets"
0.209982404775516,0.716782385967508,0.257,0.152,1,"TANC2","Platelets"
0.210453668945599,0.556317713774262,0.229,0.121,1,"DPYSL5","Platelets"
0.213728511737251,-0.723790205418473,0.147,0.242,1,"NENF","Platelets"
0.215017197038862,0.770974486331105,0.394,0.303,1,"SORT1","Platelets"
0.217097374870579,-0.6457876934172,0.284,0.394,1,"MYO6","Platelets"
0.219670224554731,0.477843655751178,0.321,0.212,1,"B2M","Platelets"
0.220322871246004,-1.55386520397616,0.138,0.212,1,"DAB1","Platelets"
0.220348325786065,0.532549547841313,0.321,0.212,1,"AGTPBP1","Platelets"
0.221657889833787,-0.501397784082025,0.303,0.424,1,"BCAS1","Platelets"
0.222763647735511,0.556317713774262,0.257,0.152,1,"DDX5","Platelets"
0.223390679684744,0.401740676665386,0.33,0.212,1,"DOCK9","Platelets"
0.224598791513303,-1.26435858678118,0.156,0.242,1,"IMMP2L","Platelets"
0.224734418891183,0.495522822986003,0.817,0.788,1,"FRMD5","Platelets"
0.224869896857901,0.735641413218824,0.248,0.152,1,"RNF144A","Platelets"
0.227417423769338,-0.664896516364904,0.174,0.273,1,"ITSN2","Platelets"
0.227963357218039,0.403321712484866,0.523,0.424,1,"CDH20","Platelets"
0.228398893601034,-0.653400877527075,0.174,0.273,1,"YWHAQ","Platelets"
0.228408316868611,-0.893715206860785,0.128,0.212,1,"KIF2A","Platelets"
0.228737482475807,0.401740676665386,0.33,0.212,1,"GNAO1","Platelets"
0.229874892407072,0.330657578603904,0.33,0.212,1,"SCD","Platelets"
0.230264242335376,0.433751071568007,0.422,0.303,1,"GTF2I","Platelets"
0.232586415134746,-0.321691761847127,0.45,0.576,1,"TMEFF2","Platelets"
0.233711280396228,-1.06082519269604,0.128,0.212,1,"LINC01572","Platelets"
0.234765504077574,-0.391214866331602,0.422,0.545,1,"TCF4","Platelets"
0.236364450403224,0.761636621751769,0.211,0.121,1,"RP5-857K21.4","Platelets"
0.237047645937292,0.59813788946889,0.248,0.152,1,"HERC1","Platelets"
0.238152500509122,-0.723790205418473,0.239,0.333,1,"ST6GALNAC3","Platelets"
0.238674452344521,-0.816899609809954,0.128,0.212,1,"NGFRAP1","Platelets"
0.239411422817832,-0.806252365610446,0.128,0.212,1,"RBM26","Platelets"
0.239411422817832,-0.806252365610446,0.128,0.212,1,"PIGU","Platelets"
0.240152622257079,0.340340132001243,0.339,0.212,1,"PLLP","Platelets"
0.24170529412353,0.654721417835257,0.211,0.121,1,"MAP4","Platelets"
0.241706358496284,0.812262694821737,0.211,0.121,1,"RIF1","Platelets"
0.243879276662829,0.458413125802276,0.385,0.273,1,"STARD13","Platelets"
0.243995920114589,0.154708789533821,0.826,0.606,1,"ST18","Platelets"
0.244687296222943,0.494114824925661,0.55,0.455,1,"SGK1","Platelets"
0.244789381109822,0.208522987069953,0.936,0.909,1,"QKI","Platelets"
0.250084792551288,-0.723790205418473,0.128,0.212,1,"ARHGAP1","Platelets"
0.250262344844643,0.41916774842357,0.33,0.212,1,"RP4-613B23.1","Platelets"
0.250628912518052,0.77871013511071,0.239,0.152,1,"MXI1","Platelets"
0.253753462974042,-0.539365634281045,0.174,0.273,1,"PDZD2","Platelets"
0.253951810241145,0.598137889468889,0.275,0.182,1,"NPC1","Platelets"
0.254036574632403,0.44613479602384,0.284,0.182,1,"TAOK3","Platelets"
0.255150981773371,0.307236690202151,0.569,0.455,1,"ARHGAP21","Platelets"
0.260342359536125,-0.47003361317269,0.229,0.333,1,"ASH1L","Platelets"
0.262081348951724,0.183100390190046,0.211,0.121,1,"DNAJB2","Platelets"
0.262257773423141,-0.676484490640116,0.211,0.303,1,"LIPA","Platelets"
0.262865025511568,0.383124998498039,0.367,0.242,1,"LPGAT1","Platelets"
0.266018149561072,-0.6457876934172,0.248,0.333,1,"OPALIN","Platelets"
0.26680148669617,0.761636621751769,0.202,0.121,1,"LRRC8B","Platelets"
0.267010849392722,0.150678912497668,0.257,0.152,1,"TTYH2","Platelets"
0.268344281100873,-0.176302410115979,0.275,0.152,1,"LINC00609","Platelets"
0.268401425234798,0.350210376025304,0.44,0.333,1,"KANK1","Platelets"
0.26854048779199,-0.653400877527075,0.156,0.242,1,"COLGALT2","Platelets"
0.26866965664895,-0.361220126033765,0.45,0.576,1,"DDX17","Platelets"
0.271006313553581,0.691247293860371,0.239,0.152,1,"TTC17","Platelets"
0.271520690826304,0.463836797757299,0.312,0.212,1,"PCDH9-AS2","Platelets"
0.273908023792005,-0.55386520397616,0.128,0.212,1,"MAP4K3","Platelets"
0.273908023792005,-0.55386520397616,0.128,0.212,1,"NR3C2","Platelets"
0.275039665951279,0.375745468132441,0.248,0.152,1,"BICD1","Platelets"
0.27749092866362,-0.893715206860785,0.138,0.212,1,"MAT2A","Platelets"
0.278005008568649,0.59813788946889,0.239,0.152,1,"MICU2","Platelets"
0.278859346185896,0.654721417835257,0.202,0.121,1,"CNOT2","Platelets"
0.280504740309695,-0.598259323334614,0.183,0.273,1,"NFIB","Platelets"
0.281705661052478,0.524137308025113,0.239,0.152,1,"KCNQ1OT1","Platelets"
0.284400386060151,0.485663160210477,0.275,0.182,1,"CCSER2","Platelets"
0.284991411404551,0.59813788946889,0.202,0.121,1,"USP33","Platelets"
0.284992532844319,0.654721417835257,0.202,0.121,1,"SLC38A9","Platelets"
0.285817654843926,-0.6413280452265,0.404,0.455,1,"SH3GL3","Platelets"
0.286322658906642,-0.475862691974887,0.128,0.212,1,"FAM168A","Platelets"
0.291192564392382,0.539244200415321,0.202,0.121,1,"ELMO1-AS1","Platelets"
0.291627590639524,0.375745468132442,0.523,0.424,1,"SCD5","Platelets"
0.293234021264746,-0.723790205418473,0.193,0.273,1,"PCM1","Platelets"
0.293405097341708,0.691247293860371,0.229,0.152,1,"TERF2IP","Platelets"
0.293445414058303,-0.723790205418473,0.284,0.364,1,"PKP4","Platelets"
0.293589161993463,0.276209794581527,0.211,0.121,1,"SCAPER","Platelets"
0.294615945437676,0.513248991882376,0.239,0.152,1,"ARID5B","Platelets"
0.294752157093041,0.463836797757299,0.303,0.212,1,"UBR3","Platelets"
0.295365633954771,-0.586286681668538,0.239,0.333,1,"LRRFIP2","Platelets"
0.296753918052261,-0.264358586781176,0.312,0.424,1,"CNTNAP4","Platelets"
0.298074207806185,0.326835867651495,0.211,0.121,1,"HTRA1","Platelets"
0.301992253430663,0.378571512211205,0.468,0.364,1,"GOLGA4","Platelets"
0.30222514132858,0.223742374687391,0.771,0.606,1,"SPOCK3","Platelets"
0.307101862856309,-0.482782105914678,0.211,0.303,1,"CSRP1","Platelets"
0.308702736352594,0.59813788946889,0.229,0.152,1,"NEMF","Platelets"
0.308702736352594,0.59813788946889,0.229,0.152,1,"SAMD4B","Platelets"
0.30872401330675,-0.353678577021145,0.642,0.697,1,"SEPT7","Platelets"
0.309143014120021,0.44613479602384,0.202,0.121,1,"KIAA1324L","Platelets"
0.309265063125612,0.230406104968402,0.248,0.152,1,"SBF2","Platelets"
0.309485536794639,-1.07171350883878,0.174,0.242,1,"NEGR1","Platelets"
0.312551017518079,0.716782385967508,0.257,0.182,1,"LAMA2","Platelets"
0.315782927087815,0.391687012001463,0.202,0.121,1,"NSUN6","Platelets"
0.319372358514303,0.3542123065828,0.275,0.182,1,"BPTF","Platelets"
0.319704169836115,-0.601799681039862,0.248,0.333,1,"VRK2","Platelets"
0.320451234958157,0.59813788946889,0.321,0.242,1,"MBNL1","Platelets"
0.322518043704641,-0.181262971017713,0.385,0.515,1,"PSD3","Platelets"
0.322933514048532,-0.308752706139629,0.211,0.303,1,"LCORL","Platelets"
0.323403957329437,-0.428334321892301,0.211,0.303,1,"CIRBP","Platelets"
0.324437860773972,0.549228288987943,0.229,0.152,1,"CBFA2T2","Platelets"
0.325690792630102,0.311833704312248,0.303,0.212,1,"STAG1","Platelets"
0.326311673106995,0.498602215917975,0.303,0.212,1,"DLC1","Platelets"
0.326706760734099,-0.391214866331602,0.44,0.515,1,"MBNL2","Platelets"
0.327165444284051,0.413713318331462,0.33,0.242,1,"CDK18","Platelets"
0.328626145261342,0.380546454396263,0.33,0.242,1,"CDC14B","Platelets"
0.329274625685349,0.276209794581527,0.202,0.121,1,"OCIAD1","Platelets"
0.329274625685349,0.276209794581527,0.202,0.121,1,"COG5","Platelets"
0.32985943385729,-0.586286681668538,0.165,0.242,1,"PEBP1","Platelets"
0.332784889921002,0.513248991882376,0.229,0.152,1,"MYCBP2","Platelets"
0.333569098442708,-1.10711884496998,0.156,0.212,1,"EPB41L2","Platelets"
0.335091268531725,0.413713318331462,0.303,0.212,1,"HECW2","Platelets"
0.340126513039862,0.492527701508291,0.468,0.424,1,"KLHL32","Platelets"
0.340289630935839,0.513248991882376,0.257,0.182,1,"USP32","Platelets"
0.341494381010384,-0.539365634281045,0.165,0.242,1,"FOXJ3","Platelets"
0.341915837728602,-0.421227435398042,0.248,0.333,1,"HS3ST5","Platelets"
0.342032203345724,0.296109352019232,0.486,0.394,1,"POLR2F","Platelets"
0.342192603597262,-0.428334321892301,0.193,0.273,1,"ANAPC5","Platelets"
0.346384215204663,0.311833704312248,0.569,0.515,1,"DPYD","Platelets"
0.348284913809805,0.276209794581527,0.339,0.242,1,"SGMS1","Platelets"
0.348423545767124,0.320603913939981,0.266,0.182,1,"MON2","Platelets"
0.348979097542869,0.446134796023839,0.321,0.242,1,"BAZ2B","Platelets"
0.349786566779011,-0.372715764871594,0.624,0.697,1,"TCF12","Platelets"
0.350845806111917,-0.308752706139629,0.404,0.515,1,"GAB1","Platelets"
0.35132443420178,0.446134796023839,0.349,0.273,1,"KMT2C","Platelets"
0.351331800927818,-0.637633561668759,0.624,0.636,1,"NKAIN2","Platelets"
0.354806474631897,0.363672635831867,0.358,0.273,1,"USP34","Platelets"
0.355106810536778,-0.723790205418473,0.147,0.212,1,"GRIA2","Platelets"
0.356927173187042,0.33849407283587,0.413,0.333,1,"OSBPL1A","Platelets"
