"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype"
0.0535405062568591,-1.11326978458474,0.465,0.587,1,"MIR99AHG","Smooth_muscle_cells"
0.053941739288818,-1.22463089353245,0.07,0.217,1,"EPB41L3","Smooth_muscle_cells"
0.0540778457342615,1.23480072510485,0.209,0.065,1,"LAMP1","Smooth_muscle_cells"
0.0551049355168293,-2.28121442189881,0.093,0.239,1,"AHCYL2","Smooth_muscle_cells"
0.0554982249142347,1.00418779696343,0.302,0.13,1,"VPS13C","Smooth_muscle_cells"
0.0556620399190812,-0.902702798645085,0.093,0.261,1,"PKN2","Smooth_muscle_cells"
0.0556620399190812,-0.902702798645085,0.093,0.261,1,"CCSER2","Smooth_muscle_cells"
0.0564097222977313,-1.26527287802979,0.14,0.304,1,"RPL15","Smooth_muscle_cells"
0.0565627107850076,1.09729720135491,0.209,0.065,1,"CLSTN1","Smooth_muscle_cells"
0.0565627107850076,1.09729720135491,0.209,0.065,1,"RUFY2","Smooth_muscle_cells"
0.0566337316629967,0.80400497442844,0.767,0.761,1,"NEAT1","Smooth_muscle_cells"
0.0570839269288641,-1.16573720447888,0.07,0.217,1,"JAZF1","Smooth_muscle_cells"
0.0576875184520164,-0.787225581225149,0.186,0.37,1,"ASTN2","Smooth_muscle_cells"
0.0576933066274117,1.04838760087397,0.372,0.196,1,"PTMA","Smooth_muscle_cells"
0.0582109687277808,-1.48766529936624,0.093,0.239,1,"DPH6","Smooth_muscle_cells"
0.0582185605065256,-1.58077470375772,0.093,0.239,1,"INADL","Smooth_muscle_cells"
0.0585447805653664,-0.9668331360648,0.14,0.326,1,"APOE","Smooth_muscle_cells"
0.0592202564974701,-1.22463089353245,0.07,0.217,1,"UBR2","Smooth_muscle_cells"
0.0595707012866843,-1.04020632239502,0.07,0.217,1,"RPRD2","Smooth_muscle_cells"
0.0595707012866843,-0.777171916561226,0.07,0.217,1,"SEPT2","Smooth_muscle_cells"
0.0595707012866843,-1.04020632239502,0.07,0.217,1,"DAAM1","Smooth_muscle_cells"
0.0606065002035926,0.97481319482992,0.581,0.543,1,"EDIL3","Smooth_muscle_cells"
0.0607385892498907,1.37740512054765,0.233,0.087,1,"LINC00844","Smooth_muscle_cells"
0.0614472016970387,-1.38812962581533,0.093,0.239,1,"RAD51B","Smooth_muscle_cells"
0.0618176479086792,1.37740512054765,0.256,0.109,1,"NFASC","Smooth_muscle_cells"
0.0634462846346404,-0.902702798645085,0.116,0.283,1,"HNRNPC","Smooth_muscle_cells"
0.0637592539087708,-1.01818001606502,0.07,0.217,1,"ITSN2","Smooth_muscle_cells"
0.0638673014897792,-0.540132719260377,0.07,0.217,1,"LRRC4C","Smooth_muscle_cells"
0.064045801619509,0.885793096161203,0.326,0.152,1,"CNTN2","Smooth_muscle_cells"
0.0649908042294872,-1.002238472196,0.14,0.304,1,"FOXN3","Smooth_muscle_cells"
0.0670414238716386,-1.40520313917427,0.116,0.261,1,"STIM2","Smooth_muscle_cells"
0.0670563477569503,-1.48766529936624,0.116,0.261,1,"TIMP3","Smooth_muscle_cells"
0.0671444835849666,0.888710579543498,0.465,0.283,1,"TTLL7","Smooth_muscle_cells"
0.0672867986158732,-1.31774029792393,0.093,0.239,1,"PAN3","Smooth_muscle_cells"
0.0674603977128631,1.13124453327825,0.442,0.304,1,"DNM3","Smooth_muscle_cells"
0.0680644252904494,1.26722220279723,0.279,0.13,1,"NT5DC1","Smooth_muscle_cells"
0.0682195158473182,-1.22463089353245,0.093,0.239,1,"SETD5","Smooth_muscle_cells"
0.0682195158473182,-1.22463089353245,0.093,0.239,1,"UBE2H","Smooth_muscle_cells"
0.069365268800136,-1.65759030080855,0.116,0.261,1,"CACNA2D3","Smooth_muscle_cells"
0.0704324176822521,-0.580774703757723,0.116,0.283,1,"NLK","Smooth_muscle_cells"
0.0709715179961538,-1.22463089353245,0.093,0.239,1,"NBEA","Smooth_muscle_cells"
0.0730428531255553,-1.01818001606502,0.233,0.391,1,"SRSF5","Smooth_muscle_cells"
0.0732592337776542,-0.980705310646358,0.163,0.326,1,"CAPZB","Smooth_muscle_cells"
0.0732648185432758,-1.0726278000874,0.163,0.326,1,"RPLP1","Smooth_muscle_cells"
0.0740046901484629,0.977002967637203,0.512,0.37,1,"ANK2","Smooth_muscle_cells"
0.0748571210855613,1.18476004260525,0.256,0.109,1,"CD9","Smooth_muscle_cells"
0.0760012401906047,-1.22463089353245,0.116,0.261,1,"ZZZ3","Smooth_muscle_cells"
0.0760039200892436,-1.31774029792393,0.116,0.261,1,"NR2F1","Smooth_muscle_cells"
0.0768687508510443,-0.795787594728573,0.093,0.239,1,"STK39","Smooth_muscle_cells"
0.077716261499809,-1.34327539003107,0.116,0.261,1,"SEMA5A","Smooth_muscle_cells"
0.0789717169613676,-0.795787594728573,0.419,0.587,1,"AUTS2","Smooth_muscle_cells"
0.0791989132175216,0.599797541884098,0.512,0.326,1,"SLC24A2","Smooth_muscle_cells"
0.0792534450677396,1.13477190677358,0.419,0.261,1,"ERBB4","Smooth_muscle_cells"
0.0802899912242243,0.990381997438403,0.256,0.109,1,"PIK3R1","Smooth_muscle_cells"
0.080776216736378,-1.12509521998153,0.116,0.261,1,"STK3","Smooth_muscle_cells"
0.0808268288218999,2.23480072510485,0.209,0.087,1,"ZDHHC20","Smooth_muscle_cells"
0.0808268288218999,2.16768652924631,0.209,0.087,1,"LINC00609","Smooth_muscle_cells"
0.0809146974620243,-0.820240638453112,0.14,0.304,1,"RALGAPA1","Smooth_muscle_cells"
0.0809800210582318,-0.966833136064801,0.14,0.283,1,"NEGR1","Smooth_muscle_cells"
0.0811255001521776,-0.750699705200035,0.163,0.326,1,"IGF1R","Smooth_muscle_cells"
0.0817681550554265,-1.54655898841981,0.233,0.391,1,"ROBO1","Smooth_muscle_cells"
0.0836206047914678,1.09729720135491,0.302,0.152,1,"FIGN","Smooth_muscle_cells"
0.0855556759325352,-0.820240638453112,0.163,0.326,1,"BIRC6","Smooth_muscle_cells"
0.0889653437259103,-0.902702798645085,0.349,0.522,1,"NLGN1","Smooth_muscle_cells"
0.0890158148469797,-1.002238472196,0.116,0.261,1,"EPB41L2","Smooth_muscle_cells"
0.0896056910152292,-0.750699705200035,0.14,0.304,1,"ANKRD28","Smooth_muscle_cells"
0.0920465976256021,0.927372199912603,0.279,0.13,1,"PTPRA","Smooth_muscle_cells"
0.0922473627429607,-0.732777797202772,0.163,0.326,1,"AKAP9","Smooth_muscle_cells"
0.0945002035425375,-0.902702798645085,0.116,0.261,1,"CDKAL1","Smooth_muscle_cells"
0.0951635107459653,-1.38812962581533,0.093,0.217,1,"UTY","Smooth_muscle_cells"
0.0952792155370831,1.36033160718871,0.209,0.087,1,"ZC3H11A","Smooth_muscle_cells"
0.0952792155370831,1.36033160718871,0.209,0.087,1,"CTNNA1","Smooth_muscle_cells"
0.0952792155370831,1.36033160718871,0.209,0.087,1,"TMEM87A","Smooth_muscle_cells"
0.0957518261825812,1.41922529624228,0.233,0.109,1,"GAREM1","Smooth_muscle_cells"
0.095771849843467,1.51233470063376,0.233,0.109,1,"USP32","Smooth_muscle_cells"
0.0969568550538598,0.497835130938644,0.465,0.283,1,"ABCA8","Smooth_muscle_cells"
0.097028430588605,0.904652123412519,0.326,0.174,1,"NF1","Smooth_muscle_cells"
0.0986684355205691,0.768674453893544,0.465,0.304,1,"DOCK10","Smooth_muscle_cells"
0.101187582340959,-2.09534787658748,0.116,0.239,1,"CACNB2","Smooth_muscle_cells"
0.101339911851363,-0.274671576032043,0.209,0.391,1,"LIMCH1","Smooth_muscle_cells"
0.102008116576794,1.41922529624228,0.233,0.109,1,"PLD1","Smooth_muscle_cells"
0.102468439249859,1.21277441877485,0.209,0.087,1,"PLLP","Smooth_muscle_cells"
0.103070976844601,-1.12509521998153,0.163,0.304,1,"GAPDH","Smooth_muscle_cells"
0.103686011602514,-0.809593394253604,0.116,0.261,1,"TNKS","Smooth_muscle_cells"
0.103733115440518,0.419225296242277,0.279,0.13,1,"PHLDB1","Smooth_muscle_cells"
0.104035683600513,-0.957150582667462,0.209,0.37,1,"PTPN13","Smooth_muscle_cells"
0.105314092891312,1.3868038185499,0.279,0.152,1,"HHIP","Smooth_muscle_cells"
0.105389866470587,1.09729720135491,0.326,0.196,1,"CNP","Smooth_muscle_cells"
0.105396300919339,-1.16573720447888,0.093,0.217,1,"CLTA","Smooth_muscle_cells"
0.105396300919339,-1.16573720447888,0.093,0.217,1,"CBFA2T2","Smooth_muscle_cells"
0.105451104564691,-0.902702798645085,0.14,0.283,1,"SERINC5","Smooth_muscle_cells"
0.105552793040547,-0.524191175391355,0.302,0.478,1,"PDE8A","Smooth_muscle_cells"
0.106450555863307,1.37740512054765,0.233,0.109,1,"C1QTNF3-AMACR","Smooth_muscle_cells"
0.107044655598649,0.734727121970207,0.349,0.196,1,"MAP4K4","Smooth_muscle_cells"
0.107917513361483,-0.565667811367514,0.163,0.326,1,"FAM172A","Smooth_muscle_cells"
0.108868232969509,0.682259702076071,0.326,0.174,1,"ENPP2","Smooth_muscle_cells"
0.108903821231586,-0.872329149601566,0.233,0.391,1,"PRKG1","Smooth_muscle_cells"
0.109941670812772,-0.710057720702689,0.116,0.261,1,"SLC1A2","Smooth_muscle_cells"
0.110859263385136,0.707350683038902,0.372,0.217,1,"AKAP6","Smooth_muscle_cells"
0.112246319922636,0.537869792740896,0.302,0.152,1,"NALCN","Smooth_muscle_cells"
0.113322363047412,-1.60314251678618,0.116,0.239,1,"MAST4","Smooth_muscle_cells"
0.113787796025704,-1.22463089353245,0.116,0.239,1,"AMBRA1","Smooth_muscle_cells"
0.113857458342888,0.971766319271056,0.209,0.087,1,"TRPC4AP","Smooth_muscle_cells"
0.11459739378769,-1.01818001606502,0.093,0.217,1,"PKD2","Smooth_muscle_cells"
0.114949701193492,1.16142753877463,0.302,0.174,1,"UBC","Smooth_muscle_cells"
0.115326594357924,1.17529971335619,0.279,0.152,1,"DAAM2","Smooth_muscle_cells"
0.116363798141582,0.720733849890707,0.558,0.435,1,"RNF220","Smooth_muscle_cells"
0.116445302697578,-0.603142516786177,0.116,0.261,1,"PUM2","Smooth_muscle_cells"
0.117623910428728,-0.795787594728573,0.093,0.217,1,"RP11-317N12.1","Smooth_muscle_cells"
0.118022387426302,-1.002238472196,0.093,0.217,1,"TDRD3","Smooth_muscle_cells"
0.118550494199709,-0.639668392811291,0.186,0.348,1,"RPL21","Smooth_muscle_cells"
0.118580987841992,-1.61890983264449,0.116,0.239,1,"RP11-96H19.1","Smooth_muscle_cells"
0.119112790907276,-0.668237545008062,0.14,0.283,1,"IFITM3","Smooth_muscle_cells"
0.119309582114361,-0.281214421898814,0.093,0.239,1,"PDE4D","Smooth_muscle_cells"
0.119533609382617,1.09729720135491,0.302,0.174,1,"USP34","Smooth_muscle_cells"
0.120439679256148,-0.902702798645085,0.093,0.217,1,"RPL34","Smooth_muscle_cells"
0.12157435207096,1.68225970207607,0.279,0.152,1,"MT-ATP6","Smooth_muscle_cells"
0.122368539584747,-1.18281071783782,0.14,0.261,1,"CAMTA1","Smooth_muscle_cells"
0.124427380433788,-0.725825036561006,0.209,0.37,1,"MBD5","Smooth_muscle_cells"
0.125089100303991,-0.835588602786548,0.186,0.326,1,"MSI2","Smooth_muscle_cells"
0.125581588691186,0.945294107909865,0.233,0.109,1,"TMEFF2","Smooth_muscle_cells"
0.126464013189995,-0.777171916561226,0.093,0.217,1,"CCDC14","Smooth_muscle_cells"
0.126464013189995,-0.554779495224778,0.093,0.217,1,"PSEN1","Smooth_muscle_cells"
0.127012002893698,-0.4645816862532,0.279,0.435,1,"MACF1","Smooth_muscle_cells"
0.128260250405946,-0.732777797202772,0.14,0.283,1,"PPP3CA","Smooth_muscle_cells"
0.128892224195752,-0.809593394253604,0.093,0.217,1,"PDE7A","Smooth_muscle_cells"
0.13101494908276,0.874904780018467,0.233,0.109,1,"CTTN","Smooth_muscle_cells"
0.134243370862175,0.923267801579866,0.419,0.283,1,"MT-CO2","Smooth_muscle_cells"
0.134586563279294,1.00418779696343,0.256,0.13,1,"C10orf90","Smooth_muscle_cells"
0.13529114385995,-0.902702798645085,0.116,0.239,1,"RBM25","Smooth_muscle_cells"
0.135923106435305,-1.15063031208867,0.163,0.283,1,"RPS23","Smooth_muscle_cells"
0.136420643990298,-1.05470589209013,0.186,0.304,1,"NCOA2","Smooth_muscle_cells"
0.140761940482223,0.885793096161203,0.395,0.261,1,"FRMD5","Smooth_muscle_cells"
0.14379576185483,-0.820240638453112,0.116,0.239,1,"SAMD12","Smooth_muscle_cells"
0.147181138912068,0.627811918053695,0.256,0.13,1,"MAG","Smooth_muscle_cells"
0.14885286288296,-0.902702798645085,0.14,0.261,1,"SPAG9","Smooth_muscle_cells"
0.148953731869492,1.26722220279723,0.256,0.152,1,"LPGAT1","Smooth_muscle_cells"
0.14920802612981,-0.561665880810018,0.233,0.413,1,"RPL13","Smooth_muscle_cells"
0.150065315812197,1.2548384783414,0.326,0.217,1,"ENOX1","Smooth_muscle_cells"
0.151053512098055,0.552491827105742,0.605,0.522,1,"CTNNA3","Smooth_muscle_cells"
0.151253495599977,0.512334700633759,0.372,0.196,1,"MOBP","Smooth_muscle_cells"
0.152851654764468,-0.455243821673864,0.186,0.326,1,"CST3","Smooth_muscle_cells"
0.15319951784668,-0.25884660887036,0.326,0.522,1,"APP","Smooth_muscle_cells"
0.153724345328619,-0.809593394253604,0.116,0.239,1,"FER","Smooth_muscle_cells"
0.153786082613884,-0.777171916561226,0.186,0.326,1,"EXOC4","Smooth_muscle_cells"
0.155742423085378,1.37740512054765,0.233,0.13,1,"SHROOM4","Smooth_muscle_cells"
0.155762142751245,1.45986728073962,0.233,0.13,1,"SORT1","Smooth_muscle_cells"
0.157155907506434,1.5997975418841,0.209,0.109,1,"GNAI1","Smooth_muscle_cells"
0.157179690692084,-0.680310377308637,0.163,0.304,1,"PPP1R12B","Smooth_muscle_cells"
0.158068257425878,-0.902702798645085,0.186,0.304,1,"RPS27A","Smooth_muscle_cells"
0.16122790492829,-0.639668392811291,0.209,0.348,1,"CPQ","Smooth_muscle_cells"
0.162406966504881,-0.6131961814501,0.209,0.348,1,"KANSL1","Smooth_muscle_cells"
0.162527518047159,-0.487665299366241,0.163,0.304,1,"LRP4","Smooth_muscle_cells"
0.16351532714181,-0.639668392811291,0.14,0.261,1,"CALM1","Smooth_muscle_cells"
0.163704747888823,-1.41727597147484,0.116,0.217,1,"NR3C2","Smooth_muscle_cells"
0.165130619806762,-0.524191175391355,0.233,0.37,1,"TBC1D5","Smooth_muscle_cells"
0.166208587437831,-0.603142516786177,0.116,0.239,1,"FRMD4A","Smooth_muscle_cells"
0.167945711901421,1.09729720135491,0.302,0.196,1,"SPOCK3","Smooth_muscle_cells"
0.170291952194494,-0.710057720702689,0.14,0.261,1,"ALDOA","Smooth_muscle_cells"
0.170644734313256,-0.879243825821096,0.419,0.565,1,"SLC1A3","Smooth_muscle_cells"
0.170924160133952,-0.828702217201308,0.186,0.304,1,"BCAS3","Smooth_muscle_cells"
0.172980811404482,-0.405203139174268,0.186,0.326,1,"PKP4","Smooth_muscle_cells"
0.174461213918833,-0.580774703757723,0.116,0.239,1,"GSN","Smooth_muscle_cells"
0.174841485268365,0.410455086614545,0.512,0.348,1,"PTPRD","Smooth_muscle_cells"
0.175137776348154,1.09729720135492,0.209,0.109,1,"LIFR","Smooth_muscle_cells"
0.175455340320876,1.31968962269136,0.256,0.152,1,"MAT2A","Smooth_muscle_cells"
0.176720218787842,-0.841302253980942,0.233,0.348,1,"COL4A5","Smooth_muscle_cells"
0.178740543018047,0.971766319271056,0.395,0.283,1,"ZSWIM6","Smooth_muscle_cells"
0.179532917036377,-0.750699705200035,0.163,0.283,1,"TTC17","Smooth_muscle_cells"
0.181048004405861,-0.603142516786177,0.14,0.261,1,"NFE2L2","Smooth_muscle_cells"
0.18388819810689,0.762430050760054,0.535,0.5,1,"PLP1","Smooth_muscle_cells"
0.184200522576119,-0.433217515343865,0.256,0.413,1,"UBE2E2","Smooth_muscle_cells"
0.185389594900762,-1.09534787658748,0.116,0.217,1,"RPS9","Smooth_muscle_cells"
0.185714343050763,-0.281214421898815,0.233,0.391,1,"NEBL","Smooth_muscle_cells"
0.186259188578713,-0.154241565641049,0.233,0.37,1,"PRKCA","Smooth_muscle_cells"
0.186653278371098,-1.22463089353245,0.116,0.217,1,"HLA-A","Smooth_muscle_cells"
0.186653278371098,-1.12509521998153,0.116,0.217,1,"KDM2A","Smooth_muscle_cells"
0.187039737755745,-0.750699705200035,0.209,0.326,1,"MED13L","Smooth_muscle_cells"
0.187821804378484,-1.12509521998153,0.256,0.348,1,"TACC1","Smooth_muscle_cells"
0.188103872907816,-0.265272878029793,0.186,0.326,1,"RPL13A","Smooth_muscle_cells"
0.188208355917392,-0.433217515343864,0.116,0.239,1,"FBXL17","Smooth_muscle_cells"
0.188541699452871,0.852184703518383,0.326,0.239,1,"DIP2B","Smooth_muscle_cells"
0.189607235349845,1.19683287490583,0.233,0.13,1,"OTUD7A","Smooth_muscle_cells"
0.194561684162195,0.904652123412519,0.209,0.109,1,"LRRC7","Smooth_muscle_cells"
0.196302323467691,0.874904780018467,0.209,0.109,1,"ZNF704","Smooth_muscle_cells"
0.197003162011855,-1.01818001606502,0.116,0.217,1,"ACSL3","Smooth_muscle_cells"
0.197003162011855,-0.902702798645085,0.116,0.217,1,"ARID5B","Smooth_muscle_cells"
0.198069895281168,-0.450190593947578,0.186,0.326,1,"ANKRD17","Smooth_muscle_cells"
0.198224379467504,0.945294107909865,0.279,0.174,1,"RNF130","Smooth_muscle_cells"
0.198738998906654,0.904652123412519,0.233,0.13,1,"ITGB8","Smooth_muscle_cells"
0.19949650165648,0.904652123412519,0.256,0.152,1,"USP22","Smooth_muscle_cells"
0.200002539551797,-0.519374159093579,0.209,0.348,1,"GRAMD3","Smooth_muscle_cells"
0.201517563443693,0.981819983934979,0.279,0.174,1,"CNDP1","Smooth_muscle_cells"
0.205752491053422,-0.433217515343864,0.14,0.261,1,"ZFYVE16","Smooth_muscle_cells"
0.205870174096784,0.775369106467553,0.233,0.13,1,"MYRF","Smooth_muscle_cells"
0.207406722337459,0.345224714798501,0.488,0.326,1,"ALCAM","Smooth_muscle_cells"
0.207722495721953,-0.777171916561226,0.116,0.217,1,"KAT6A","Smooth_muscle_cells"
0.208962462025039,-0.795787594728573,0.116,0.217,1,"ZRANB2","Smooth_muscle_cells"
0.21181515752354,-0.902702798645085,0.116,0.217,1,"KAZN","Smooth_muscle_cells"
0.215068645857664,0.65917608896303,0.395,0.283,1,"MARCH1","Smooth_muscle_cells"
0.220158813494302,0.890846323887489,0.419,0.348,1,"PHLPP1","Smooth_muscle_cells"
0.220281111399307,-0.680310377308637,0.116,0.217,1,"KIAA1328","Smooth_muscle_cells"
0.220625353874709,-0.902702798645085,0.14,0.239,1,"SCFD1","Smooth_muscle_cells"
0.221133364648113,-0.265272878029793,0.163,0.283,1,"PCGF5","Smooth_muscle_cells"
0.222705419831859,0.797736919496007,0.233,0.13,1,"LRCH3","Smooth_muscle_cells"
0.223932117631559,-0.561665880810018,0.302,0.435,1,"ANKS1B","Smooth_muscle_cells"
0.22558030363157,-0.828702217201308,0.163,0.261,1,"TSPAN5","Smooth_muscle_cells"
0.227497867344935,0.599797541884098,0.302,0.196,1,"ANKRD12","Smooth_muscle_cells"
0.228878836440951,0.775369106467553,0.256,0.152,1,"OSBPL9","Smooth_muscle_cells"
0.232492444217272,-0.809593394253604,0.163,0.261,1,"ZMYM4","Smooth_muscle_cells"
0.234897474514779,0.160032956702878,0.419,0.304,1,"ANK3","Smooth_muscle_cells"
0.239019294078793,0.556728819992212,0.233,0.13,1,"MTCH1","Smooth_muscle_cells"
0.241842520948899,-0.274671576032043,0.256,0.413,1,"EIF4G3","Smooth_muscle_cells"
0.242641377037775,-0.820240638453112,0.163,0.261,1,"TMSB10","Smooth_muscle_cells"
0.243897711983905,0.419225296242277,0.349,0.239,1,"SEPP1","Smooth_muscle_cells"
0.249545980779728,-0.54655898841981,0.256,0.37,1,"TXNRD1","Smooth_muscle_cells"
0.252860476845217,-0.710057720702689,0.233,0.326,1,"RPS15","Smooth_muscle_cells"
0.253846896992869,-0.250626102065392,0.116,0.217,1,"NSMCE2","Smooth_muscle_cells"
0.258053370719268,-0.362134417282382,0.116,0.217,1,"RNF38","Smooth_muscle_cells"
0.264092627505093,1.18476004260525,0.233,0.152,1,"DNAJC6","Smooth_muscle_cells"
0.264845975949518,0.945294107909865,0.349,0.283,1,"DPYD","Smooth_muscle_cells"
0.265298437094486,-0.487665299366241,0.14,0.239,1,"MPDZ","Smooth_muscle_cells"
0.265298437094486,-0.487665299366241,0.14,0.239,1,"GNAS","Smooth_muscle_cells"
0.265667404482385,0.682259702076071,0.419,0.326,1,"NRXN3","Smooth_muscle_cells"
0.271198348885069,-0.272652408395391,0.651,0.783,1,"ZBTB20","Smooth_muscle_cells"
0.278480893940461,-0.554779495224778,0.233,0.326,1,"CIRBP","Smooth_muscle_cells"
0.279325827816248,-0.710057720702689,0.186,0.283,1,"GPM6A","Smooth_muscle_cells"
0.281221557389957,-0.388129625815327,0.233,0.348,1,"FCHSD2","Smooth_muscle_cells"
0.282082789414654,0.904652123412519,0.233,0.152,1,"LRRFIP2","Smooth_muscle_cells"
0.282183031116035,-0.443271180007788,0.163,0.261,1,"SPATA6","Smooth_muscle_cells"
0.285965996764676,-0.19220941584007,0.116,0.217,1,"CLASP1","Smooth_muscle_cells"
0.286444707097749,-0.657590300808554,0.256,0.37,1,"SLC38A2","Smooth_muscle_cells"
0.286871196156992,-0.455243821673864,0.233,0.348,1,"TNRC6A","Smooth_muscle_cells"
0.287670807541938,-0.388129625815327,0.512,0.609,1,"WWOX","Smooth_muscle_cells"
0.288531169576637,0.945294107909865,0.279,0.196,1,"L3MBTL4","Smooth_muscle_cells"
0.291341827282214,0.874904780018467,0.209,0.13,1,"PLXNB1","Smooth_muscle_cells"
0.291341827282214,0.874904780018467,0.209,0.13,1,"PDS5A","Smooth_muscle_cells"
0.292114324349223,-0.6131961814501,0.186,0.283,1,"KTN1","Smooth_muscle_cells"
0.293648662853214,-0.388129625815327,0.14,0.239,1,"PHF21A","Smooth_muscle_cells"
0.294274006793303,0.813504235354323,0.349,0.283,1,"PICALM","Smooth_muscle_cells"
0.29449283756659,1.09729720135491,0.326,0.283,1,"GPRC5B","Smooth_muscle_cells"
0.296703925976325,0.649838224383694,0.349,0.261,1,"AHI1","Smooth_muscle_cells"
0.298295946547295,0.927372199912603,0.209,0.13,1,"SECISBP2L","Smooth_muscle_cells"
0.30188908855876,-0.902702798645085,0.14,0.217,1,"PTPRM","Smooth_muscle_cells"
0.303300136568908,-0.487665299366241,0.186,0.283,1,"ATRX","Smooth_muscle_cells"
0.303587118384805,-0.530734021258127,0.209,0.304,1,"ARHGEF7","Smooth_muscle_cells"
0.30447623182443,0.428503109830288,0.512,0.435,1,"DDX17","Smooth_muscle_cells"
0.308414415382797,-0.165737204478879,0.14,0.239,1,"PITPNC1","Smooth_muscle_cells"
0.308584722059306,0.749373897934608,0.209,0.13,1,"ATM","Smooth_muscle_cells"
0.309558999125034,-0.795787594728573,0.14,0.217,1,"WDPCP","Smooth_muscle_cells"
0.309558999125034,-1.002238472196,0.14,0.217,1,"CAB39L","Smooth_muscle_cells"
0.309696863753757,-0.680310377308637,0.233,0.326,1,"RABGAP1L","Smooth_muscle_cells"
0.310213738120637,0.734727121970207,0.233,0.152,1,"EHMT1","Smooth_muscle_cells"
0.311283610069228,-0.426264754702098,0.233,0.348,1,"APBB2","Smooth_muscle_cells"
0.311933109992871,0.599797541884098,0.465,0.391,1,"TNRC6B","Smooth_muscle_cells"
0.313125051755241,0.775369106467553,0.233,0.152,1,"NUCKS1","Smooth_muscle_cells"
0.318491608454702,0.682259702076071,0.209,0.13,1,"SUPT3H","Smooth_muscle_cells"
0.318491608454702,0.682259702076071,0.209,0.13,1,"STARD13","Smooth_muscle_cells"
0.318491608454702,0.682259702076071,0.209,0.13,1,"DYNC1H1","Smooth_muscle_cells"
0.319161789432351,-1.08712736978251,0.163,0.239,1,"MDGA2","Smooth_muscle_cells"
0.320452932763246,0.682259702076071,0.233,0.152,1,"LINC00969","Smooth_muscle_cells"
0.320470200215137,-0.515679675535838,0.302,0.391,1,"ZEB2","Smooth_muscle_cells"
0.32534204124394,-0.207557380173506,0.233,0.348,1,"LPAR1","Smooth_muscle_cells"
0.333686817547564,0.797736919496007,0.209,0.13,1,"VPS13D","Smooth_muscle_cells"
0.337112965494821,-0.809593394253604,0.14,0.217,1,"ANKRD36C","Smooth_muscle_cells"
0.345029459803292,-0.554779495224778,0.14,0.217,1,"KMT2E","Smooth_muscle_cells"
0.347565552157409,0.582724028525156,0.209,0.13,1,"COBL","Smooth_muscle_cells"
0.347686993187642,1.58272402852516,0.209,0.152,1,"NRG3","Smooth_muscle_cells"
0.349947365815854,0.351053793600698,0.442,0.348,1,"GLUL","Smooth_muscle_cells"
0.350908226170413,0.80779058415993,0.279,0.217,1,"HECW2","Smooth_muscle_cells"
0.354924606205747,-0.603142516786177,0.163,0.239,1,"EPC1","Smooth_muscle_cells"
0.356425729122062,-0.487665299366242,0.163,0.239,1,"BBS9","Smooth_muscle_cells"
0.358821888851639,-0.487665299366241,0.14,0.217,1,"HNRNPA3","Smooth_muscle_cells"
0.361046422212639,0.749373897934608,0.279,0.217,1,"PDE1C","Smooth_muscle_cells"
0.361280628060081,0.885793096161203,0.256,0.196,1,"ZNF536","Smooth_muscle_cells"
0.361402540197897,0.475808824608644,0.233,0.152,1,"TMEM161B-AS1","Smooth_muscle_cells"
0.362119378994955,0.475808824608644,0.256,0.174,1,"ACYP2","Smooth_muscle_cells"
0.363334092260143,-0.368366370993897,0.326,0.435,1,"AKT3","Smooth_muscle_cells"
0.367986796685883,0.713968561803409,0.326,0.261,1,"KIF1B","Smooth_muscle_cells"
0.368373029924005,-0.540132719260377,0.163,0.239,1,"RPL36","Smooth_muscle_cells"
0.372048847976138,-0.239737785922656,0.256,0.37,1,"SH3D19","Smooth_muscle_cells"
0.372296144053211,0.445220504775222,0.256,0.174,1,"HIF3A","Smooth_muscle_cells"
0.375961131106231,0.606310848842773,0.372,0.304,1,"ADGRB3","Smooth_muscle_cells"
0.37602733686892,0.682259702076071,0.442,0.391,1,"NCKAP5","Smooth_muscle_cells"
0.376585604264563,-0.639668392811291,0.186,0.261,1,"EPS15","Smooth_muscle_cells"
0.378025588952954,-0.362134417282382,0.14,0.217,1,"MARCH7","Smooth_muscle_cells"
0.378025588952954,-0.362134417282382,0.14,0.217,1,"TTC37","Smooth_muscle_cells"
0.378025588952954,-0.362134417282382,0.14,0.217,1,"CRADD","Smooth_muscle_cells"
0.379573842598823,0.37969693205564,0.419,0.326,1,"TMTC2","Smooth_muscle_cells"
0.381025028589229,0.920419439270836,0.279,0.217,1,"DTNA","Smooth_muscle_cells"
0.382396871137873,0.396857483213823,0.256,0.174,1,"SEPT4","Smooth_muscle_cells"
0.385619589284263,-0.433217515343864,0.14,0.217,1,"MARCH6","Smooth_muscle_cells"
0.387514898400669,-0.590758792330345,0.302,0.37,1,"PNISR","Smooth_muscle_cells"
0.387525421813727,0.512334700633759,0.326,0.261,1,"KIAA1109","Smooth_muscle_cells"
0.390203474265281,-0.433217515343864,0.163,0.239,1,"NIPBL","Smooth_muscle_cells"
0.392381260697295,-0.317740297923929,0.14,0.217,1,"CEP85L","Smooth_muscle_cells"
0.392381260697295,-0.317740297923929,0.14,0.217,1,"RSF1","Smooth_muscle_cells"
0.394909657059284,-1.31774029792393,0.302,0.348,1,"DLC1","Smooth_muscle_cells"
