"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.05857592401866e-25,0.369580464727658,0.392,0.305,5.48855487756025e-21,"ct","DMD"
8.73959904776905e-25,0.366694170357547,0.288,0.206,9.48246496682942e-21,"ct","RABGAP1L"
4.76936579748714e-24,0.347744381362037,0.304,0.222,5.17476189027355e-20,"ct","NF1"
2.03096405090313e-23,0.530047496570815,0.393,0.312,2.2035959952299e-19,"ct","MEG3"
3.49558364963762e-23,0.25882225456134,0.379,0.288,3.79270825985682e-19,"ct","NCOA1"
7.69934753873108e-23,0.376640556172265,0.268,0.192,8.35379207952322e-19,"ct","ZNF280D"
2.94845976239897e-21,0.335159182323522,0.278,0.203,3.19907884220288e-17,"ct","SIPA1L1"
5.75340753434862e-21,0.334118244941853,0.332,0.254,6.24244717476825e-17,"ct","FNBP1"
1.03494061874167e-19,0.460760879395318,0.298,0.229,1.12291057133471e-15,"ct","H3F3B"
1.13557124071639e-19,0.357507789764918,0.413,0.333,1.23209479617729e-15,"ct","PLXDC2"
1.46530948003516e-19,0.342770197624994,0.254,0.185,1.58986078583815e-15,"ct","FTO"
1.84150152661523e-19,0.323111663642626,0.262,0.192,1.99802915637752e-15,"ct","ITFG1"
2.09210184306953e-19,0.346064813219287,0.498,0.43,2.26993049973044e-15,"ct","ZEB2"
4.50777413761765e-19,0.375984030640433,0.26,0.193,4.89093493931515e-15,"ct","FAM172A"
5.58234505107863e-19,0.373289050451406,0.254,0.187,6.05684438042031e-15,"ct","ANKRD44"
1.16234641863479e-18,0.281510830147789,0.285,0.213,1.26114586421874e-14,"ct","FAF1"
3.57350328618434e-18,0.305993084057745,0.266,0.198,3.87725106551e-14,"ct","TNRC6A"
2.92103439123386e-17,0.308913929740928,0.374,0.302,3.16932231448874e-13,"ct","LIMCH1"
7.20828865912445e-17,0.295035208618154,0.251,0.186,7.82099319515003e-13,"ct","FOXP1"
1.20740308932747e-16,0.352589753025754,0.325,0.262,1.3100323519203e-12,"ct","ANO4"
2.03963515607003e-16,0.346061055990009,0.281,0.218,2.21300414433598e-12,"ct","BCAS1"
2.74645545575547e-15,0.273519223658726,0.261,0.2,2.97990416949469e-11,"ct","WDFY3"
8.26946422598967e-15,0.352279572617875,0.332,0.272,8.97236868519879e-11,"ct","KCNH8"
1.1358152098868e-14,0.388483274781691,0.355,0.286,1.23235950272718e-10,"ct","TMSB4X"
1.26749777155544e-14,0.339346008782751,0.314,0.252,1.37523508213765e-10,"ct","RPL13"
1.06290624373357e-13,0.2861397872094,0.266,0.208,1.15325327445092e-09,"ct","TSC22D4"
6.2153150086866e-13,0.299250393387624,0.255,0.2,6.74361678442496e-09,"ct","TSPAN5"
1.40468921478332e-12,0.255689960489424,0.306,0.248,1.5240877980399e-08,"ct","C9orf3"
1.85012466635709e-12,0.264941271041033,0.332,0.274,2.00738526299744e-08,"ct","LRRC7"
1.63560250965896e-11,0.300676244502459,0.27,0.219,1.77462872297997e-07,"ct","MARCKSL1"
2.58361178544447e-11,0.270904511853305,0.273,0.221,2.80321878720725e-07,"ct","COBL"
2.97762298895716e-11,0.438628687633271,0.466,0.434,3.23072094301852e-07,"ct","NKAIN2"
7.68734228037163e-11,0.38991395328219,0.348,0.302,8.34076637420321e-07,"ct","MT2A"
1.89588109261137e-10,0.256138428130293,0.252,0.204,2.05703098548334e-06,"ct","RALGAPA1"
2.71549227726446e-10,0.311495777762381,0.339,0.293,2.94630912083194e-06,"ct","CREB5"
8.8311272162151e-10,0.286967577371032,0.255,0.21,9.58177302959338e-06,"ct","KAZN"
3.40686932111954e-09,0.348885632094523,0.375,0.329,3.6964532134147e-05,"ct","CLU"
7.58275256232253e-09,0.290139335555051,0.317,0.272,8.22728653011994e-05,"ct","B2M"
9.49766436233753e-08,0.349562209823236,0.272,0.234,0.00103049658331362,"ct","ADARB2"
